timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1631890889527,21,GET Activity,200,OK,Endurance 1-1,text,true,,352,178,2,2,https://bobby-appservice.azurewebsites.net/api/Activities/5,21,0,0
1631890889531,26,GET Activity,200,OK,Endurance 1-2,text,true,,351,178,2,2,https://bobby-appservice.azurewebsites.net/api/Activities/4,26,0,0
1631890889557,25,GET All Authors,200,OK,Endurance 1-2,text,true,,31723,173,2,2,https://bobby-appservice.azurewebsites.net/api/Authors,21,0,0
1631890889548,40,GET All Authors,200,OK,Endurance 1-1,text,true,,31723,173,2,2,https://bobby-appservice.azurewebsites.net/api/Authors,35,0,0
1631890889589,19,GET Author,200,OK,Endurance 1-1,text,true,,330,175,2,2,https://bobby-appservice.azurewebsites.net/api/Authors/5,19,0,0
1631890889583,25,GET Author,200,OK,Endurance 1-2,text,true,,330,175,2,2,https://bobby-appservice.azurewebsites.net/api/Authors/4,25,0,0
1631890889609,69,GET All Books,200,OK,Endurance 1-2,text,true,,97539,171,2,2,https://bobby-appservice.azurewebsites.net/api/Books,38,0,0
1631890889609,81,GET All Books,200,OK,Endurance 1-1,text,true,,97539,171,2,2,https://bobby-appservice.azurewebsites.net/api/Books,51,0,0
1631890889679,39,GET Book,200,OK,Endurance 1-2,text,true,,741,173,2,2,https://bobby-appservice.azurewebsites.net/api/Books/4,39,0,0
1631890889691,34,GET Book,200,OK,Endurance 1-1,text,true,,741,173,2,2,https://bobby-appservice.azurewebsites.net/api/Books/5,34,0,0
1631890889718,26,GET All Activities,200,OK,Endurance 1-2,text,true,,3109,176,2,2,https://bobby-appservice.azurewebsites.net/api/Activities,26,0,0
1631890889726,34,GET All Activities,200,OK,Endurance 1-1,text,true,,3109,176,2,2,https://bobby-appservice.azurewebsites.net/api/Activities,34,0,0
1631890889744,26,GET Activity,200,OK,Endurance 1-2,text,true,,351,178,2,2,https://bobby-appservice.azurewebsites.net/api/Activities/6,26,0,0
1631890889761,22,GET Activity,200,OK,Endurance 1-1,text,true,,352,178,2,2,https://bobby-appservice.azurewebsites.net/api/Activities/7,22,0,0
1631890889770,31,GET All Authors,200,OK,Endurance 1-2,text,true,,47615,173,2,2,https://bobby-appservice.azurewebsites.net/api/Authors,24,0,0
1631890889783,41,GET All Authors,200,OK,Endurance 1-1,text,true,,63507,173,2,2,https://bobby-appservice.azurewebsites.net/api/Authors,24,0,0
1631890889802,28,GET Author,200,OK,Endurance 1-2,text,true,,330,175,2,2,https://bobby-appservice.azurewebsites.net/api/Authors/6,28,0,0
1631890889824,29,GET Author,200,OK,Endurance 1-1,text,true,,330,175,2,2,https://bobby-appservice.azurewebsites.net/api/Authors/7,29,0,0
1631890889830,46,GET All Books,200,OK,Endurance 1-2,text,true,,97539,171,2,2,https://bobby-appservice.azurewebsites.net/api/Books,26,0,0
1631890889876,31,GET Book,200,OK,Endurance 1-2,text,true,,741,173,2,2,https://bobby-appservice.azurewebsites.net/api/Books/6,31,0,0
1631890889853,54,GET All Books,200,OK,Endurance 1-1,text,true,,97539,171,2,2,https://bobby-appservice.azurewebsites.net/api/Books,39,0,0
1631890889913,29,GET All Activities,200,OK,Endurance 1-2,text,true,,3109,176,2,2,https://bobby-appservice.azurewebsites.net/api/Activities,29,0,0
1631890889913,35,GET Book,200,OK,Endurance 1-1,text,true,,741,173,2,2,https://bobby-appservice.azurewebsites.net/api/Books/7,35,0,0
1631890889943,27,GET Activity,200,OK,Endurance 1-2,text,true,,351,178,2,2,https://bobby-appservice.azurewebsites.net/api/Activities/8,27,0,0
1631890889949,24,GET All Activities,200,OK,Endurance 1-1,text,true,,3109,176,2,2,https://bobby-appservice.azurewebsites.net/api/Activities,24,0,0
1631890889971,27,GET All Authors,200,OK,Endurance 1-2,text,true,,47615,173,2,2,https://bobby-appservice.azurewebsites.net/api/Authors,19,0,0
1631890889974,30,GET Activity,200,OK,Endurance 1-1,text,true,,352,178,2,2,https://bobby-appservice.azurewebsites.net/api/Activities/9,30,0,0
1631890889999,34,GET Author,200,OK,Endurance 1-2,text,true,,330,175,2,2,https://bobby-appservice.azurewebsites.net/api/Authors/8,34,0,0
1631890890004,38,GET All Authors,200,OK,Endurance 1-1,text,true,,63507,173,2,2,https://bobby-appservice.azurewebsites.net/api/Authors,29,0,0
1631890890043,28,GET Author,200,OK,Endurance 1-1,text,true,,330,175,2,2,https://bobby-appservice.azurewebsites.net/api/Authors/9,28,0,0
1631890890034,50,GET All Books,200,OK,Endurance 1-2,text,true,,97539,171,2,2,https://bobby-appservice.azurewebsites.net/api/Books,37,0,0
1631890890071,52,GET All Books,200,OK,Endurance 1-1,text,true,,97539,171,2,2,https://bobby-appservice.azurewebsites.net/api/Books,36,0,0
1631890890085,38,GET Book,200,OK,Endurance 1-2,text,true,,741,173,2,2,https://bobby-appservice.azurewebsites.net/api/Books/8,38,0,0
1631890890124,24,GET All Activities,200,OK,Endurance 1-2,text,true,,3109,176,2,2,https://bobby-appservice.azurewebsites.net/api/Activities,24,0,0
1631890890123,29,GET Book,200,OK,Endurance 1-1,text,true,,741,173,2,2,https://bobby-appservice.azurewebsites.net/api/Books/9,29,0,0
1631890890148,18,GET Activity,200,OK,Endurance 1-2,text,true,,353,179,2,2,https://bobby-appservice.azurewebsites.net/api/Activities/10,18,0,0
1631890890153,24,GET All Activities,200,OK,Endurance 1-1,text,true,,3109,176,2,2,https://bobby-appservice.azurewebsites.net/api/Activities,24,0,0
1631890890167,31,GET All Authors,200,OK,Endurance 1-2,text,true,,63507,173,2,2,https://bobby-appservice.azurewebsites.net/api/Authors,22,0,0
1631890890178,30,GET Activity,200,OK,Endurance 1-1,text,true,,354,179,2,2,https://bobby-appservice.azurewebsites.net/api/Activities/11,30,0,0
1631890890199,27,GET Author,200,OK,Endurance 1-2,text,true,,333,176,2,2,https://bobby-appservice.azurewebsites.net/api/Authors/10,27,0,0
1631890890209,38,GET All Authors,200,OK,Endurance 1-1,text,true,,31723,173,2,2,https://bobby-appservice.azurewebsites.net/api/Authors,29,0,0
1631890890226,57,GET All Books,200,OK,Endurance 1-2,text,true,,97539,171,2,2,https://bobby-appservice.azurewebsites.net/api/Books,33,0,0
1631890890248,35,GET Author,200,OK,Endurance 1-1,text,true,,333,176,2,2,https://bobby-appservice.azurewebsites.net/api/Authors/11,35,0,0
1631890890283,31,GET Book,200,OK,Endurance 1-2,text,true,,744,174,2,2,https://bobby-appservice.azurewebsites.net/api/Books/10,31,0,0
1631890890283,60,GET All Books,200,OK,Endurance 1-1,text,true,,97539,171,2,2,https://bobby-appservice.azurewebsites.net/api/Books,33,0,0
1631890890314,29,GET All Activities,200,OK,Endurance 1-2,text,true,,3109,176,2,2,https://bobby-appservice.azurewebsites.net/api/Activities,29,0,0
1631890890344,18,GET Activity,200,OK,Endurance 1-2,text,true,,353,179,2,2,https://bobby-appservice.azurewebsites.net/api/Activities/12,18,0,0
1631890890344,30,GET Book,200,OK,Endurance 1-1,text,true,,744,174,2,2,https://bobby-appservice.azurewebsites.net/api/Books/11,30,0,0
1631890890362,41,GET All Authors,200,OK,Endurance 1-2,text,true,,63507,173,2,2,https://bobby-appservice.azurewebsites.net/api/Authors,30,0,0
1631890890377,43,GET All Activities,200,OK,Endurance 1-1,text,true,,3109,176,2,2,https://bobby-appservice.azurewebsites.net/api/Activities,43,0,0
1631890890404,31,GET Author,200,OK,Endurance 1-2,text,true,,333,176,2,2,https://bobby-appservice.azurewebsites.net/api/Authors/12,31,0,0
1631890890424,30,GET Activity,200,OK,Endurance 1-1,text,true,,352,178,2,2,https://bobby-appservice.azurewebsites.net/api/Activities/1,30,0,0
1631890890435,56,GET All Books,200,OK,Endurance 1-2,text,true,,97539,171,2,2,https://bobby-appservice.azurewebsites.net/api/Books,42,0,0
1631890890454,49,GET All Authors,200,OK,Endurance 1-1,text,true,,63507,173,2,2,https://bobby-appservice.azurewebsites.net/api/Authors,35,0,0
1631890890491,37,GET Book,200,OK,Endurance 1-2,text,true,,744,174,2,2,https://bobby-appservice.azurewebsites.net/api/Books/12,37,0,0
1631890890504,28,GET Author,200,OK,Endurance 1-1,text,true,,330,175,2,2,https://bobby-appservice.azurewebsites.net/api/Authors/1,28,0,0
1631890890528,26,GET All Activities,200,OK,Endurance 1-2,text,true,,3109,176,2,2,https://bobby-appservice.azurewebsites.net/api/Activities,26,0,0
1631890890533,64,GET All Books,200,OK,Endurance 1-1,text,true,,97539,171,2,2,https://bobby-appservice.azurewebsites.net/api/Books,42,0,0
1631890890554,43,GET Activity,200,OK,Endurance 1-2,text,true,,351,178,2,2,https://bobby-appservice.azurewebsites.net/api/Activities/2,43,0,0
1631890890598,33,GET All Authors,200,OK,Endurance 1-2,text,true,,31723,173,2,2,https://bobby-appservice.azurewebsites.net/api/Authors,22,0,0
1631890890598,34,GET Book,200,OK,Endurance 1-1,text,true,,741,173,2,2,https://bobby-appservice.azurewebsites.net/api/Books/1,34,0,0
1631890890631,29,GET Author,200,OK,Endurance 1-2,text,true,,330,175,2,2,https://bobby-appservice.azurewebsites.net/api/Authors/2,29,0,0
1631890890632,32,GET All Activities,200,OK,Endurance 1-1,text,true,,3109,176,2,2,https://bobby-appservice.azurewebsites.net/api/Activities,32,0,0
1631890890664,27,GET Activity,200,OK,Endurance 1-1,text,true,,352,178,2,2,https://bobby-appservice.azurewebsites.net/api/Activities/3,27,0,0
1631890890660,53,GET All Books,200,OK,Endurance 1-2,text,true,,97539,171,2,2,https://bobby-appservice.azurewebsites.net/api/Books,31,0,0
1631890890691,43,GET All Authors,200,OK,Endurance 1-1,text,true,,41541,173,2,2,https://bobby-appservice.azurewebsites.net/api/Authors,30,0,0
1631890890713,44,GET Book,200,OK,Endurance 1-2,text,true,,741,173,2,2,https://bobby-appservice.azurewebsites.net/api/Books/2,44,0,0
1631890890734,23,GET Author,200,OK,Endurance 1-1,text,true,,330,175,2,2,https://bobby-appservice.azurewebsites.net/api/Authors/3,23,0,0
1631890890758,28,GET All Activities,200,OK,Endurance 1-2,text,true,,3109,176,2,2,https://bobby-appservice.azurewebsites.net/api/Activities,28,0,0
1631890890758,44,GET All Books,200,OK,Endurance 1-1,text,true,,97539,171,2,2,https://bobby-appservice.azurewebsites.net/api/Books,29,0,0
1631890890786,25,GET Activity,200,OK,Endurance 1-2,text,true,,351,178,2,2,https://bobby-appservice.azurewebsites.net/api/Activities/4,25,0,0
1631890890803,33,GET Book,200,OK,Endurance 1-1,text,true,,741,173,2,2,https://bobby-appservice.azurewebsites.net/api/Books/3,33,0,0
1631890890811,35,GET All Authors,200,OK,Endurance 1-2,text,true,,47615,173,2,2,https://bobby-appservice.azurewebsites.net/api/Authors,25,0,0
1631890890837,23,GET All Activities,200,OK,Endurance 1-1,text,true,,3109,176,2,2,https://bobby-appservice.azurewebsites.net/api/Activities,23,0,0
1631890890847,18,GET Author,200,OK,Endurance 1-2,text,true,,330,175,2,2,https://bobby-appservice.azurewebsites.net/api/Authors/4,18,0,0
1631890890861,27,GET Activity,200,OK,Endurance 1-1,text,true,,352,178,2,2,https://bobby-appservice.azurewebsites.net/api/Activities/5,27,0,0
1631890890865,53,GET All Books,200,OK,Endurance 1-2,text,true,,97539,171,2,2,https://bobby-appservice.azurewebsites.net/api/Books,33,0,0
1631890890888,39,GET All Authors,200,OK,Endurance 1-1,text,true,,53747,173,2,2,https://bobby-appservice.azurewebsites.net/api/Authors,30,0,0
1631890890936,30,GET Author,200,OK,Endurance 1-1,text,true,,330,175,2,2,https://bobby-appservice.azurewebsites.net/api/Authors/5,30,0,0
1631890890936,37,GET Book,200,OK,Endurance 1-2,text,true,,741,173,2,2,https://bobby-appservice.azurewebsites.net/api/Books/4,37,0,0
1631890890974,21,GET All Activities,200,OK,Endurance 1-2,text,true,,3109,176,2,2,https://bobby-appservice.azurewebsites.net/api/Activities,21,0,0
1631890890966,56,GET All Books,200,OK,Endurance 1-1,text,true,,97539,171,2,2,https://bobby-appservice.azurewebsites.net/api/Books,40,0,0
1631890890995,28,GET Activity,200,OK,Endurance 1-2,text,true,,351,178,2,2,https://bobby-appservice.azurewebsites.net/api/Activities/6,28,0,0
1631890891023,41,GET Book,200,OK,Endurance 1-1,text,true,,741,173,2,2,https://bobby-appservice.azurewebsites.net/api/Books/5,41,0,0
1631890891024,46,GET All Authors,200,OK,Endurance 1-2,text,true,,63507,173,2,2,https://bobby-appservice.azurewebsites.net/api/Authors,34,0,0
1631890891064,29,GET All Activities,200,OK,Endurance 1-1,text,true,,3109,176,2,2,https://bobby-appservice.azurewebsites.net/api/Activities,29,0,0
